-14.9473684210526,491.803278688525,4,1,0,100,1,0
39337,-100,4,1,0,100,0,1
70812,-100,4,1,0,100,0,0
102288,-100,4,1,0,100,0,1
133763,-100,4,1,0,100,0,0
135722,500,4,1,0,100,1,0
136722,508.474576271187,4,1,0,100,1,8
137738,512.820512820513,4,1,0,100,1,0


[HitObjects]
256,96,8099,5,0,0:0:0:0:
256,96,8345,1,8,0:0:0:0:
256,96,8591,1,0,0:0:0:0:
256,96,8837,1,8,0:0:0:0:
256,96,9083,1,8,0:0:0:0:
256,96,9329,1,0,0:0:0:0:
256,96,9575,1,8,0:0:0:0:
256,96,10312,1,8,0:0:0:0:
256,96,11296,1,8,0:0:0:0:
256,96,11542,1,0,0:0:0:0:
256,96,12526,1,8,0:0:0:0:
256,96,12771,1,0,0:0:0:0:
256,96,13017,1,0,0:0:0:0:
256,96,13263,1,8,0:0:0:0:
256,96,13509,1,0,0:0:0:0:
256,96,14247,1,8,0:0:0:0:
256,96,15968,1,0,0:0:0:0:
256,96,16214,1,8,0:0:0:0:
256,96,16460,1,8,0:0:0:0:
256,96,16706,1,8,0:0:0:0:
256,96,16952,1,0,0:0:0:0:
256,96,17198,1,0,0:0:0:0:
256,96,17444,1,8,0:0:0:0:
256,96,18181,1,8,0:0:0:0:
256,96,19165,1,8,0:0:0:0:
256,96,19411,1,0,0:0:0:0:
256,96,20394,1,8,0:0:0:0:
256,96,20640,1,0,0:0:0:0:
256,96,20886,1,8,0:0:0:0:
256,96,21132,1,0,0:0:0:0:
256,96,21378,1,0,0:0:0:0:
256,96,22116,1,8,0:3:0:0:
256,96,23591,5,0,0:0:0:0:
256,96,23837,1,0,0:0:0:0:
256,96,24083,1,8,0:0:0:0:
256,96,24329,1,0,0:0:0:0:
256,96,24575,1,8,0:0:0:0:
256,96,24821,1,8,0:0:0:0:
256,96,25067,1,0,0:0:0:0:
256,96,25312,1,8,0:0:0:0:
256,96,25558,1,0,0:0:0:0:
256,96,26050,1,8,0:0:0:0:
256,96,27034,1,8,0:0:0:0:
256,96,27280,1,8,0:0:0:0:
256,96,27526,1,0,0:0:0:0:
256,96,28017,1,8,0:0:0:0:
256,96,28263,1,8,0:0:0:0:
256,96,28509,1,0,0:0:0:0:
256,96,28755,1,8,0:0:0:0:
256,96,29001,1,8,0:0:0:0:
256,96,29247,1,0,0:0:0:0:
256,96,29985,1,8,0:0:0:0:
256,96,31460,5,0,0:0:0:0:
256,96,31706,1,0,0:0:0:0:
256,96,31952,1,8,0:0:0:0:
256,96,32198,1,8,0:0:0:0:
256,96,32444,1,0,0:0:0:0:
256,96,32689,1,0,0:0:0:0:
256,96,32935,1,8,0:0:0:0:
256,96,33181,1,8,0:0:0:0:
256,96,33427,1,0,0:0:0:0:
256,96,33919,1,8,0:0:0:0:
256,96,34903,1,8,0:0:0:0:
256,96,35148,1,8,0:0:0:0:
256,96,35394,1,0,0:0:0:0:
256,96,35886,1,8,0:0:0:0:
256,96,36132,1,8,0:0:0:0:
256,96,36378,1,0,0:0:0:0:
256,96,36624,1,8,0:0:0:0:
256,96,36870,1,0,0:0:0:0:
256,96,37116,1,0,0:0:0:0:
256,96,37853,1,8,0:3:0:0:
256,96,38099,1,0,0:3:0:0:
256,96,38591,1,0,0:3:0:0:
256,96,38837,1,8,0:3:0:0:
256,96,39329,5,4,0:0:0:0:
256,96,39821,1,8,0:0:0:0:
256,96,40312,1,8,0:0:0:0:
256,96,40435,1,8,0:0:0:0:
256,96,40558,1,0,0:0:0:0:
256,96,40681,1,0,0:0:0:0:
256,96,40804,1,8,0:0:0:0:
256,96,41050,1,8,0:0:0:0:
256,96,41296,1,0,0:0:0:0:
256,96,41788,1,8,0:0:0:0:
256,96,42034,1,8,0:0:0:0:
256,96,42403,1,8,0:0:0:0:
256,96,42526,1,0,0:0:0:0:
256,96,42771,1,8,0:0:0:0:
256,96,43017,1,8,0:0:0:0:
256,96,43263,1,0,0:0:0:0:
256,96,43632,1,0,0:0:0:0:
256,96,43755,1,8,0:0:0:0:
256,96,44001,1,0,0:0:0:0:
256,96,44247,1,8,0:0:0:0:
256,96,44739,1,0,0:0:0:0:
256,96,44985,1,8,0:0:0:0:
256,96,45108,1,8,0:0:0:0:
256,96,45230,1,0,0:0:0:0:
256,96,45476,1,0,0:0:0:0:
256,96,45722,1,8,0:0:0:0:
256,96,45968,1,0,0:0:0:0:
256,96,46337,1,0,0:0:0:0:
256,96,47198,5,0,0:0:0:0:
256,96,47689,1,8,0:0:0:0:
256,96,48181,1,8,0:0:0:0:
256,96,48304,1,8,0:0:0:0:
